//ID,DBName,kROName,iROName,Lvl,HP,SP,BaseExp,JobExp,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,ADelay,aMotion,dMotion,MVPExp,ExpPer,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,//Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper
//===================================================================================================================================================================================================================================================================================================================================================================================================================
1194,VERME_MALDITO,Verme Maldito,Verme Maldito,100,292000,0,2400,1,1,720,740,15,15,300,300,300,300,300,300,10,12,1,4,20,0x3095,100,960,500,480,0,0,0,0,0,0,0,0,1096,50,0,0,943,1,0,0,716,10000,997,2,912,10000,7442,1,0,0,0,0
1195,RIDEWORD,Rideword,Rideword,59,11638,0,2007,3106,1,584,804,5,35,48,75,10,20,120,45,10,12,0,0,60,0x00003695,150,864,500,192,0,0,0,,0,,0,,1097,4850,1553,4,1554,4,1555,2,1556,2,7015,300,1006,20,0,,0,,4185,1

1196,SHINOBI_PRISIONEIRO,Shinobi Prisioneiro,Shinobi Prisioneiro,150,380000,0,1200,120000,1,1100,1140,25,25,300,300,300,300,300,300,10,12,1,7,20,0x308D,350,1848,500,576,0,0,0,0,0,0,0,0,1098,10000,7484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1197,ZOMBIE_PRISONER,Zumbi Prisioneiro,Zumbi Prisioneiro,53,11280,0,2635,1724,1,780,930,10,20,1,24,39,0,72,25,10,12,1,1,69,0x0000308D,350,1768,500,192,0,0,0,,0,,0,,1099,3500,7016,105,2266,1,716,600,930,3500,2408,39,985,112,0,,0,,4275,1
1198,DARK_PRIEST,Sacerdote Maldito,Sacerdote Maldito,79,101992,0,12192,5152,2,1238,2037,56,70,5,91,41,101,103,42,10,12,1,6,89,0x000031AD,200,864,1252,476,0,0,0,,0,,0,,1557,5,2608,30,505,100,716,450,1009,50,2319,5,1241,1,0,,0,,4171,1
1199,PUNK,Punk,Punk,43,3620,0,1699,1033,1,292,365,0,45,1,105,5,45,65,20,10,12,0,3,24,0x00003095,300,1500,500,1000,0,0,0,,0,,0,,7001,5335,715,800,10004,100,1061,1000,1057,3000,601,1100,,,0,,0,,4313,1
1200,ZHERLTHSH,Jirtas,Jirtas,63,18300,0,3608,2304,1,700,850,10,15,70,85,40,30,125,60,10,12,1,7,60,0x0000308D,200,800,2112,768,0,0,0,,0,,0,,7017,5,509,1800,7293,1500,2331,8,2622,1,1970,100,2291,3,0,,0,,4277,1

1201,SHINOBI_LADRAO,Shinobi Ladrão,Shinobi Ladrão,35,15000,0,160,1,1,80,100,10,10,180,180,180,180,180,180,10,12,2,6,20,0x3089,200,1790,1440,540,0,0,0,0,0,0,0,0,0,0,7017,60,1007,1,7134,80,0,0,0,0,0,0,0,0,0,0,0,0

1202,PRISIONEIRO_ASSASSINO,Prisioneiro Assasino,Prisioneiro Assasino,150,363000,0,1200,220000,2,1110,1150,25,25,700,400,400,400,400,400,10,12,2,7,20,0x308D,700,100,1344,600,0,0,0,0,0,0,0,0,7322,10000,0,0,7332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1203,MYSTELTAINN,Mysteltainn,Mysteltainn,76,33350,0,6457,5159,2,1160,1440,30,30,77,139,80,35,159,65,10,12,2,0,87,0x000037B5,250,1152,500,240,0,0,0,,0,,0,,7019,1,7297,1500,1152,70,1155,40,1163,2,999,120,984,243,0,,0,,4207,1
1204,TIRFING,Tyrfing,Tyrfing,71,29900,0,5412,4235,1,950,1146,30,35,58,87,55,35,132,65,10,12,1,0,67,0x000037B5,100,816,500,240,0,0,0,,0,,0,,7022,1,638,50,7292,1500,0,,0,,999,120,984,189,0,,0,,4254,1
1205,EXECUTIONER,Executor,Executor,65,28980,0,4730,3536,2,570,950,35,35,64,85,40,25,88,60,10,12,2,0,47,0x000037B5,200,768,500,384,0,0,0,,0,,0,,7024,5,7290,1500,1111,80,1114,60,1125,40,999,120,984,145,0,,0,,4250,1

1206,ANOLIAN,Anolian,Anolian,61,18960,0,5900,3700,1,640,980,15,15,1,43,58,25,80,65,10,12,1,5,41,0x00003695,190,900,500,864,0,0,0,,0,,0,,7003,4850,1754,2000,526,5,10019,10,943,5335,2625,1,984,134,0,,0,,4234,1

1207,STING,Sting,Sting,61,9500,0,4081,2970,1,850,1032,5,30,57,45,55,5,120,85,10,12,1,0,62,0x00003695,300,528,500,240,0,0,0,,0,,0,,7004,4850,1756,1500,2624,1,1003,130,997,25,10007,10,719,3,0,,0,,4226,1
1208,WANDER_MAN,Andarilho,Andarilho,74,8170,0,5786,4730,2,450,1170,5,5,1,192,38,45,127,85,10,12,1,6,24,0x00003795,100,672,500,192,0,0,0,,0,,0,,7005,4850,0,,13015,5,2270,5,610,650,984,217,1164,1,0,,0,,4210,1

1209,RATASANA,Ratasana,Ratasana,35,12000,0,120,1,1,75,95,10,10,150,150,150,150,150,150,10,12,0,2,20,0x3091,100,1000,500,1000,0,0,0,0,0,0,0,0,7007,200,949,1,1016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0

//1210,FILAMENTOUS,Filamentous,Filamentous,51,6088,0,1926,1353,1,425,525,35,10,1,35,30,5,83,40,10,12,1,4,23,0x00000000,200,1500,500,1000,0,0,0,,0,,0,,7008,5500,947,8000,943,4000,993,200,1451,40,757,18,509,1600,0,,0,,0,

1211,ESCARAVELHO,Escaravelho,Escaravelho,100,298000,0,2400,311331,1,740,770,18,18,300,300,300,300,300,300,10,12,0,4,20,0x3095,200,200,500,1000,0,0,0,0,0,0,0,0,7009,1,992,100,912,100,0,0,985,20,0,0,509,10000,0,0,0,0,0,0

1212,AKINO,Akino,Akino,15,50,0,1,1,1,10,12,0,10,15,6,15,0,30,21,10,12,0,2,20,0x3281,350,1500,680,500,0,0,0,0,0,0,0,0,909,200,713,10,7835,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1213,HIGH_ORC,Grand Orc,Grand Orc,52,6890,0,3618,1639,1,428,533,15,5,55,46,55,35,82,40,10,12,2,7,43,0x00003695,150,1500,500,1000,0,0,0,,0,,0,,7002,2500,1304,10,999,90,931,7500,912,1300,756,196,508,900,1201,1000,0,,4322,1

1214,ONBBA,Onbba,Onbba,15,55,0,3,3,1,12,14,0,15,18,6,18,18,30,24,10,12,1,7,80,0x3681,200,1500,500,0,0,0,0,0,0,0,0,0,942,200,513,10,7838,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1215,STEM_WORM,Talo de Verme,Talo de Verme,40,6136,0,1452,939,2,290,375,5,10,1,30,26,15,79,35,10,12,1,3,24,0x00003095,200,1500,500,1000,0,0,0,,0,,0,,7012,5335,509,1800,1968,10,756,115,997,5,1454,20,608,45,0,,0,,4224,1

1016,PENOMENA,Monstro Suiton A,Monstro Suiton A,50,88978,0,100,856234,2,5360,6560,20,20,550,380,500,550,300,340,10,12,2,2,61,0x3583,400,1872,672,480,0,0,0,0,0,0,0,0,13163,70,13102,140,13154,100,13169,70,13151,140,13160,100,0,0,0,0,0,0,0,0

1219,KNIGHT_OF_ABYSS,Cavaleiro do Abismo,Cavaleiro do Abismo,79,36140,0,8469,6268,1,1600,2150,55,50,66,68,64,25,135,50,10,12,2,7,87,0x00003695,300,1500,500,1000,0,0,0,,0,,0,,1064,5335,7023,5,2318,1,1410,25,1162,1,985,369,984,259,0,,0,,4140,1

1220,M_DESERT_WOLF,Lobo do Deserto,Lobo do Deserto,27,1716,0,388,242,1,169,208,0,10,1,27,45,15,56,10,10,12,1,2,23,0x00003695,200,1120,420,288,0,0,0,,0,,0,,,,7030,5500,2311,1,517,1200,920,2000,756,53,0,,0,,0,,4082,1

//1221,M_SAVAGE,Selvagem,Selvagem,26,2092,0,357,226,1,146,177,10,5,1,26,54,10,37,10,10,12,2,2,42,0x00003695,150,1960,960,384,0,0,0,,0,,0,,1028,6000,514,150,702,3,2276,2,605,15,757,70,0,,0,,0,,4078,1

//1222,L_HIGH_ORC,Grand Orc,Grand Orc,52,6890,0,2128,1490,1,428,533,15,5,1,46,55,35,82,40,10,12,2,7,43,0x00003695,200,1500,500,1000,0,0,0,,0,,0,,7002,2500,1304,10,999,120,931,8000,912,1600,756,196,508,1100,0,,0,,4066,1

//1223,L_ORC,Orc,Orc,24,1400,0,261,160,1,114,136,10,5,1,24,48,25,34,10,10,12,1,7,22,0x00000000,200,1864,864,288,0,0,0,,0,,0,,998,210,931,5500,756,40,2267,3,1352,10,1304,5,1301,100,0,,0,,4066,1
1224,L_POISON_SPORE,Esporo Venenoso,Esporo Venenoso,19,665,0,169,85,1,89,101,0,0,1,19,25,1,24,1,10,12,1,3,25,0x00003695,200,1672,672,288,0,0,0,,0,,0,,921,8000,2221,20,511,650,510,55,972,35,0,,0,,0,,0,,4048,1
1225,L_CHOCO,Choco,Choco,43,4278,0,1150,1150,1,315,402,5,5,1,68,55,45,65,25,10,12,0,2,23,0x00003695,200,1500,500,1000,0,0,0,,0,,0,,7011,5335,942,7000,508,1900,513,5000,2311,2,532,1000,607,25,0,,0,,4051,1
1226,L_KOBOLD,Cobold,Cobold,36,3893,0,898,568,1,265,318,15,10,1,90,36,30,52,30,10,12,1,7,44,0x00003695,200,1028,528,360,0,0,0,,0,,0,,999,90,1034,5820,912,750,985,25,0,,2104,5,0,,0,,0,,4091,1
1227,L_GOBLIN,Goblin,Goblin,25,1176,0,282,171,1,118,140,10,5,1,63,25,20,38,45,10,12,1,7,24,0x00003695,100,1120,620,240,0,0,0,,0,,0,,998,270,911,1200,756,43,2297,3,0,,2104,5,507,800,0,,0,,4060,1
1228,L_PHEN,Fen,Fen,26,3347,0,357,226,1,138,150,0,15,1,26,26,1,88,75,10,12,1,5,41,0x00003695,150,2544,1344,1152,0,0,0,,0,,0,,1023,6000,963,2300,720,8,517,1100,951,550,756,25,0,,0,,0,,4077,1
1229,META_FABRE,Fabre,Fabre,2,63,0,3,2,1,8,11,0,0,1,2,4,0,7,5,10,12,0,4,22,0x00000181,400,1672,672,480,0,0,0,,0,,0,,914,6500,949,600,1502,80,721,8,511,750,705,1500,1501,200,0,,0,,4002,1
1230,META_PUPA,Pupa,Pupa,2,427,0,2,4,0,1,2,20,20,1,1,1,0,1,20,10,12,0,4,22,0x00000100,1000,1001,1,1,0,0,0,,0,,0,,1010,300,915,6000,938,700,2102,2,935,1300,938,700,1002,300,0,,0,,4003,1
1231,META_CREAMY,Creamy,Creamy,16,595,0,96,64,1,53,64,0,30,1,40,16,15,16,55,10,12,0,4,24,0x00000181,200,1220,720,288,0,0,0,,0,,0,,924,6000,2322,10,518,180,602,200,2207,4,712,800,0,,0,,0,,4040,1
1232,META_PECOPECO_EGG,Ovo de PecoPeco,Ovo de PecoPeco,3,420,0,4,4,0,1,2,20,20,1,1,1,0,1,20,10,12,0,0,60,0x00000000,1000,1001,1,1,0,0,0,,0,,0,,1010,120,935,1500,2102,2,507,450,507,450,713,2000,736,15,0,,0,,4007,1
1233,CONCEIVE_PECOPECO,PecoPeco,PecoPeco,19,531,0,159,36,1,50,64,0,0,1,13,13,25,27,9,10,12,2,2,23,0x00000081,200,1564,864,576,0,0,0,,0,,0,,925,6000,,,508,55,507,950,1604,100,0,,582,1000,0,,0,,4031,1
1234,PROVOKE_YOYO,Yoyo,Yoyo,19,879,0,135,85,1,71,82,0,0,1,24,30,35,32,55,10,12,0,2,22,0x0000108B,200,1054,54,384,0,0,0,,0,,0,,942,6000,7182,500,508,130,919,5500,753,7,578,500,582,1000,0,,0,,4051,1
1235,SMOKING_ORC,Orc Fumante,Orc Fumante,24,1400,0,261,160,1,114,136,10,20,1,24,48,20,34,0,10,12,1,7,22,0x0000308D,200,1864,864,288,0,0,0,,0,,0,,998,210,931,5500,756,40,2267,3,1352,10,1304,5,1301,100,0,,0,,4066,1
1236,META_ANT_EGG,Ovo de Andre,Ovo de Andre,4,420,0,5,4,0,1,2,20,20,1,1,1,0,1,20,10,12,0,0,60,0x00000000,1000,1001,1,1,0,0,0,,0,,0,,1010,135,935,2740,909,3000,938,750,713,2000,1002,220,0,,0,,0,,4013,1
1237,META_ANDRE,Andre,Andre,17,688,0,109,71,1,60,71,10,0,1,17,24,20,26,20,10,12,0,4,22,0x0000118B,300,1288,288,576,0,0,0,,0,,0,,955,6000,910,3000,938,1000,935,3000,1001,6,1002,350,757,28,0,,0,,4043,1
1238,META_PIERE,Piere,Piere,18,733,0,122,78,1,64,75,15,0,1,18,26,20,27,15,10,12,0,4,22,0x0000118B,200,1288,288,576,0,0,0,,0,,0,,955,5700,910,1100,938,600,992,15,1001,5,1002,400,757,31,0,,0,,4043,1
1239,META_DENIRO,Deniro,Deniro,19,760,0,135,85,1,68,79,15,0,1,19,30,20,43,10,10,12,0,4,22,0x0000118B,150,1288,288,576,0,0,0,,0,,0,,955,6000,910,3000,938,1200,990,45,1001,8,1002,450,757,34,0,,0,,4043,1
1240,META_PICKY,Picky,Picky,3,80,0,4,3,1,9,12,0,0,1,3,3,0,10,30,10,12,0,2,23,0x00000081,200,988,288,168,0,0,0,,0,,0,,916,6500,949,850,2302,150,507,650,519,350,715,60,0,,0,,0,,4008,1
1241,JOUNIN,Mestre Fuinjutsu,Mestre Fuinjutsu,99,18000000,3000,2,6,1,2500,7500,15,15,700,60,600,100,999,150,10,12,0,7,23,0x5BB5,125,2000,325,325,10,10000,516,10000,12208,10000,7206,10000,749,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,MARIN,Marin,Marin,15,742,0,66,44,1,39,43,0,10,1,10,10,5,35,15,10,12,1,3,41,0x00000081,400,1872,672,480,0,0,0,,0,,0,,910,3200,938,1500,700,100,720,40,510,75,529,350,5035,1,0,,0,,4196,1
1243,SASQUATCH,Sasquatch,Sasquatch,30,3163,0,529,319,1,250,280,5,0,75,25,60,10,34,20,10,12,2,2,60,0x00003695,300,1260,192,192,0,0,0,,0,,0,,912,750,509,800,949,1000,5030,1,948,5000,727,30,757,90,0,,0,,4216,1
1244,JAKK_XMAS,Jakk Natalino,Jakk Natalino,38,3581,0,1113,688,1,315,382,5,30,1,38,38,43,75,45,10,12,1,0,43,0x00000081,200,1180,480,648,0,0,0,,0,,0,,1062,5335,912,900,985,31,2331,5,644,20,7175,1200,7174,1200,0,,0,,4109,1
1245,GOBLINE_XMAS,Goblin Natalino,Goblin Natalino,25,1176,0,282,171,1,118,140,10,5,1,53,25,20,38,45,10,12,1,7,24,0x00000081,100,1120,620,240,0,0,0,,0,,0,,7174,550,7175,550,756,43,644,10,0,,2104,5,2236,10,0,,0,,4060,1
1246,COOKIE_XMAS,Cookie Natalino,Cookie Natalino,28,2090,0,461,284,1,140,170,0,50,1,24,30,53,45,100,10,12,0,7,46,0x00000091,400,1248,1248,240,0,0,0,,0,,0,,538,1500,722,45,912,200,,,644,5,688,100,507,1700,0,,0,,4235,1

1247,ANTONIO,Monstro Doton E,Monstro Doton E,1,58978,0,100,456234,2,360,560,45,45,350,280,300,350,300,340,10,12,0,2,20,0x583,400,1872,672,480,0,0,0,0,0,0,0,0,582,140,13103,100,13155,50,573,140,13106,100,13158,50,0,0,0,0,0,0,0,0

1248,CRUISER,Monstro Doton C,Monstro Doton C,25,68978,0,100,656234,2,1360,2560,45,45,450,380,400,450,400,340,10,12,1,2,20,0x583,400,1872,672,480,0,0,0,0,0,0,0,0,13164,10,13103,100,13155,50,13167,10,13106,100,13158,50,0,0,0,0,0,0,0,0

1249,MYSTCASE,Presente,Presente,38,3450,0,1113,688,1,160,360,5,10,65,50,25,5,48,75,10,12,1,0,60,0x00000091,400,1248,1248,432,0,0,0,,0,,0,,530,90,912,1500,603,20,539,800,722,150,731,5,529,340,0,,0,,4206,1
1250,CHEPET,Chepet,Chepet,42,4950,0,1518,946,1,380,440,0,25,1,72,35,71,65,85,10,12,1,7,23,0x00003695,400,672,672,288,0,0,0,,0,,0,,7035,2500,912,750,512,5500,619,40,10019,5,508,1300,2508,5,0,,0,,4284,1
1251,KNIGHT_OF_WINDSTORM,Cavaleiro da Tempestade,Cavaleiro da Tempestade,77,240000,0,64350,21450,2,1425,1585,35,60,75,185,83,55,130,79,10,12,2,0,84,0x000037B5,200,468,468,288,32175,10000,720,4500,2406,500,995,3000,1468,150,603,3000,617,4000,2621,200,2506,500,985,4559,5007,1,0,,0,,4318,1
1252,GARM,Hatii,Hatii,73,197000,0,50050,20020,3,1700,1900,40,45,85,126,82,65,95,60,10,12,2,2,81,0x000037B5,400,608,408,336,25025,10000,7036,1000,603,3000,995,3000,7036,5500,1131,150,1256,500,1815,500,0,,985,3977,984,2900,0,,0,,4324,1
1253,GARGOYLE,Gárgula,Gárgula,48,3950,0,1650,1650,9,290,360,10,10,15,61,20,20,126,40,10,12,1,6,64,0x00002185,200,1020,720,384,0,0,0,,0,,0,,912,3880,1039,500,0,,0,,2619,1,1769,2000,757,238,0,,0,,4149,1
1254,RAGGLER,Raggler,Raggler,21,1020,0,218,140,1,102,113,0,5,18,10,32,20,39,35,10,12,0,2,24,0x00003695,200,1000,900,384,0,0,0,,0,,0,,7053,3000,916,5000,645,200,514,200,992,90,2225,7,756,32,0,,0,,4186,1
//1255,NERAID,Nereida,Nereida,40,4120,0,1126,684,1,325,360,0,10,1,45,50,5,64,5,10,12,0,2,22,0x00003695,200,776,576,288,0,0,0,,0,,0,,1055,5100,7053,1000,510,230,1966,10,514,250,757,180,985,37,0,,0,,4167,1
1256,PEST,Peste,Peste,40,3240,0,1238,752,1,375,450,0,5,1,60,22,5,80,5,10,12,0,2,47,0x00003695,165,700,648,480,0,0,0,,0,,0,,1055,5500,7054,200,702,10,605,100,716,250,0,,756,115,0,,0,,4315,1
1257,PRISIONEIRO_FUGITIVO,Prisioneiro Fugitivo,Prisioneiro Fugitivo,150,366000,0,1200,41488,1,1125,1165,25,25,300,300,300,300,300,300,10,12,1,1,47,0x3695,400,770,720,336,0,0,0,0,0,0,0,0,969,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,WIND_GHOST,Medinin renegado,Medinin renegado,99,30000000,3000,1,0,1,2500,7500,15,15,800,400,600,600,999,200,10,12,1,7,60,0x5B5,200,1272,150,150,0,0,0,0,0,0,0,0,529,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1259,GRYPHON,Grifo,Grifo,80,250000,1,0,4400,1,2500,3500,20,35,95,100,100,95,200,100,10,12,2,2,84,0x000037B5,100,704,504,432,0,0,0,,0,,0,,7063,20,996,2,0,,0,,0,,0,,0,,0,,0,,0,

1260,DARK_FRAME,Monstro Doton A,Monstro Doton A,50,88978,0,100,856234,2,5360,6560,20,20,550,380,500,550,300,340,10,12,2,2,62,0x3583,400,1872,672,480,0,0,0,0,0,0,0,0,13164,70,13103,140,13155,100,13167,70,13106,140,13158,100,0,0,0,0,0,0,0,0

1261,WILD_ROSE,Gato Selvagem,Gato Selvagem,77,235000,1,0,688,1,2219,3169,15,10,94,98,90,94,200,100,10,12,0,2,24,0x00000083,100,964,864,288,0,0,0,,0,,0,,2213,100,0,,0,,0,,0,,0,,0,,0,,0,,0,

1262,DRAGAO_MUTANTE,Dragão Mutante,Dragão Mutante,130,423000,0,3500,353000,4,890,930,20,20,300,300,300,300,300,300,10,12,2,9,22,0x36B5,250,680,1080,240,0,0,0,0,0,0,0,0,7054,40,1035,100,1036,60,930,60,7053,10000,7296,1,0,0,0,0,0,0,0,0
1263,WIND_GHOST,Genzou,Genzou,99,10000000,1000,1,0,1,2500,7500,15,15,400,200,300,300,500,100,10,12,1,7,60,0x5B5,200,1272,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,MERMAN,Tritão,Tritão,53,14690,0,4500,3000,2,482,964,10,35,72,45,46,35,60,55,10,12,1,7,61,0x00003695,220,916,816,336,0,0,0,,0,,0,,1054,1300,523,300,568,400,720,40,995,35,1460,3,756,203,0,,0,,4199,1
1265,COOKIE,Monstro Fuuton A,Monstro Fuuton A,50,88978,0,100,856234,2,5360,6560,20,20,550,380,500,550,300,340,10,12,2,2,64,0x3583,400,1872,672,480,0,0,0,0,0,0,0,0,13165,70,13104,140,13156,100,13168,70,13150,140,13159,100,0,0,0,0,0,0,0,0
1266,ESTRELA_DO_MAR,Estrela-do-Mar,Estrela-do-Mar,130,330000,0,3500,350000,1,870,910,20,20,300,300,300,300,300,300,10,12,0,5,22,0x3481,400,1264,864,216,0,0,0,0,0,0,0,0,938,110.00000000000001,7013,40,1052,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,CARAT,Monstro Fuuton C,Monstro Fuuton C,25,68978,0,100,656234,2,1360,2560,45,45,450,380,400,450,400,340,10,12,1,2,44,0x583,400,1872,672,480,0,0,0,0,0,0,0,0,13165,10,13104,100,13156,50,13168,10,13150,100,13159,50,0,0,0,0,0,0,0,0
1268,BLOODY_KNIGHT,Cavaleiro Sanguinário,Cavaleiro Sanguinário,82,57870,0,10120,6820,3,2150,3030,60,50,88,75,70,77,125,55,10,12,2,0,87,0x00003695,250,828,528,192,0,0,0,,0,,0,,7054,4850,2229,45,2317,5,2106,65,1170,1,1417,2,985,433,0,,0,,4320,1
1269,ARVORE,Árvore,Árvore,1,10000000,0,1,1,1,720,909,15,10,1,70,50,25,90,50,10,12,1,3,20,0x60,200,1092,792,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,PEDRA,Pedra,Pedra,1,10000000,0,1,1,3,880,1180,35,30,1,75,20,64,75,60,10,12,1,2,20,0x60,200,1072,672,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,ALLIGATOR,Crocodilo,Crocodilo,42,6962,0,1379,866,1,315,360,2,5,1,45,50,10,69,65,10,12,1,2,21,0x00000091,200,1100,900,480,0,0,0,,0,,0,,912,1000,1099,600,7003,2000,608,50,0,,0,,756,129,0,,0,,4252,1
1272,DARK_LORD,Senhor das Trevas,Senhor das Trevas,80,718068,0,65780,45045,2,2800,3320,30,70,1,120,64,118,99,60,10,12,2,6,89,0x000037B5,100,868,768,480,32890,10000,7005,6000,5093,500,617,2000,1615,800,5017,550,1237,300,2334,300,2507,100,985,5141,984,3977,0,,0,,4168,1
1273,ORC_LADY,Senhora Orc,Senhora Orc,31,2000,0,644,407,1,135,170,10,10,35,42,25,15,69,55,10,12,1,7,42,0x00003695,200,1050,900,288,0,0,0,,0,,0,,7053,4656,998,300,,,2206,1,0,,7477,3,2338,1,0,,0,,4255,1
1274,MEGALITH,Megalith,Megalith,45,5300,0,1758,1075,9,264,314,50,25,1,45,60,5,95,5,10,12,2,0,80,0x00000084,200,1332,1332,672,0,0,0,,0,,0,,912,100,7049,1000,617,1,0,,0,,985,61,757,207,0,,0,,4200,1
1275,ALICE,Alice,Alice,62,10000,0,3583,2400,1,550,700,5,5,64,64,42,85,100,130,10,12,1,7,60,0x00000091,200,502,2304,480,0,0,0,,0,,0,,7047,2500,637,40,2407,3,739,30,5085,1,0,,0,,0,,0,,4253,1
1276,RAYDRIC_ARCHER,Raydric Arqueiro,Raydric Arqueiro,52,5250,0,3025,2125,9,415,500,35,5,15,25,22,5,145,35,10,12,1,6,47,0x00002185,200,1152,1152,480,0,0,0,,0,,0,,7054,4656,0,,2315,2,1701,150,1764,2000,1715,3,985,106,0,,0,,4187,1
1277,GREATEST_GENERAL,Guardião da Floresta,Guardião da Floresta,40,3632,0,1238,752,3,350,400,15,15,1,20,60,200,82,140,10,12,1,0,43,0x00000084,200,1152,1152,384,0,0,0,,0,,0,,7054,2000,1019,2000,1501,100,662,300,2272,1,508,250,686,100,0,,0,,4283,1
1278,STALACTIC_GOLEM,Golem Estalactítico,Golem Estalactítico,60,18700,0,5808,2695,1,950,1260,50,5,73,45,85,5,90,25,10,12,2,0,80,0x00000091,200,1264,864,288,0,0,0,,0,,0,,7004,2000,7054,4850,1000,250,997,30,757,250,0,,985,163,0,,0,,4223,1
1279,TRI_JOINT,Trilobita,Trilobita,32,2300,0,386,220,1,178,206,20,5,1,48,24,10,67,20,10,12,0,4,22,0x00003795,200,860,660,624,0,0,0,,0,,0,,7053,100,943,380,606,200,993,160,1001,140,0,,757,106,0,,0,,4308,1
1280,STEAM_GOBLIN,Goblin a Vapor,Goblin a Vapor,35,2490,0,864,495,1,234,269,20,5,58,59,32,15,75,25,10,12,1,7,44,0x00000091,200,1008,1008,528,0,0,0,,0,,0,,911,2500,7053,3880,998,300,999,55,1003,320,13104,5,757,124,0,,0,,4156,1
//1281,SAGEWORM,Verme Sábio,Verme Sábio,43,3850,0,1155,1320,1,120,280,0,50,1,52,24,88,79,55,10,12,0,2,60,0x00000091,200,936,936,288,0,0,0,,0,,0,,693,100,1097,1000,1055,3000,691,100,505,40,689,100,5012,1,0,,0,,4219,1
1282,KOBOLD_ARCHER,Cobold Arqueiro,Cobold Arqueiro,33,2560,0,739,455,9,155,185,10,5,10,20,15,30,100,25,10,12,0,7,23,0x00002085,200,1008,1008,384,0,0,0,,0,,0,,912,250,999,60,1034,4850,5118,50,1763,2000,1711,5,756,79,0,,0,,4292,1
1283,CHIMERA,Quimera,Quimera,70,32600,0,4950,3000,1,1200,1320,30,10,1,72,110,88,75,85,10,12,2,2,63,0x000037B5,200,772,672,360,0,0,0,,0,,0,,7054,5335,1048,2500,568,1000,1306,1,7295,1500,1364,1,984,160,0,,0,,4300,1
//1284,HUGELING,Hugeling,Hugeling,1,5000,0,2,1,4,7,10,0,0,1,1,1,1,6,1,10,12,2,3,21,0x00000000,200,1872,672,480,0,0,0,,0,,0,,512,8000,512,8000,512,8000,512,8000,512,8000,512,8000,512,8000,512,8000,0,,4001,10
1285,ARCHER_GUARDIAN,Arqueiro Guardião,Arqueiro Guardião,74,28634,0,1,1,12,1120,1600,35,60,95,80,80,90,165,55,14,16,2,7,27,0x20A5,265,1200,1200,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,KNIGHT_GUARDIAN,Cavaleiro Guardião,Cavaleiro Guardião,86,30214,0,1,1,2,1280,1560,55,30,110,40,140,65,125,65,14,16,2,7,80,0x000020A5,275,1200,1200,384,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1287,SOLDIER_GUARDIAN,Soldado Guardião,Soldado Guardião,56,15670,0,1,1,1,873,1036,35,0,85,56,100,45,103,43,10,12,0,4,22,0x000021A5,265,1288,288,384,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1288,EMPERIUM,Emperium,Emperium,90,16000000,0,0,0,1,60,71,15,15,150,17,80,150,26,20,10,12,0,2,20,0x1A0,300,1288,288,384,0,0,0,0,0,0,0,0,7622,10,7205,10,7206,1,7269,10,2236,10000,0,0,0,0,0,0,0,0,0,0

1289,INSETO_REI,Inseto Rei,Inseto Rei,162,755000,0,4200,600000,1,2000,2050,25,25,300,300,300,300,300,300,10,12,2,4,22,0x37B5,100,1024,1000,480,0,0,0,0,0,0,0,0,7053,20,757,100,756,10000,969,1,984,40,705,10000,7481,1,2305,10,0,0,0,0
